"OrderNumber","Sales Channel","OrderDate","CustomerID","Unit Price","Final Price"
"SO - 0004594","Online","2019-11-17","36","268","227.8"
"SO - 0004595","Online","2019-11-17","42","1936.3","1791.08"
"SO - 0004596","Online","2019-11-18","32","1078.7","916.9"
"SO - 0004597","Distributor","2019-11-18","47","3785.5","3501.59"
"SO - 0004598","Distributor","2019-11-18","14","2599.6","2404.63"
"SO - 0004599","In-Store","2019-11-18","12","2003.3","1602.64"
"SO - 000460","In-Store","2018-07-12","10","1728.6","1598.96"
"SO - 0004600","In-Store","2019-11-18","18","3979.8","3780.81"
"SO - 0004601","In-Store","2019-11-18","7","1125.6","956.76"
"SO - 0004602","Online","2019-11-18","44","2726.9","2590.56"
"SO - 0004603","Distributor","2019-11-18","2","1943","1797.28"
"SO - 0004604","Online","2019-11-19","21","1078.7","862.96"
"SO - 0004605","In-Store","2019-11-19","49","5252.8","3676.96"
"SO - 0004606","Distributor","2019-11-19","29","6304.7","5989.47"
"SO - 0004607","In-Store","2019-11-19","33","2331.6","1981.86"
"SO - 0004608","In-Store","2019-11-19","35","1085.4","1031.13"
"SO - 0004609","Distributor","2019-11-19","44","3095.4","2863.25"
"SO - 000461","Distributor","2018-07-13","50","3832.4","3640.78"
"SO - 0004610","Online","2019-11-19","43","3852.5","3082"
"SO - 0004611","In-Store","2019-11-19","8","1058.6","899.81"
"SO - 0004612","Distributor","2019-11-19","21","2619.7","2488.72"
"SO - 0004613","Online","2019-11-19","14","3973.1","3575.79"
"SO - 0004614","Online","2019-11-19","12","187.6","168.84"
"SO - 0004615","Online","2019-11-19","29","3731.9","2985.52"
"SO - 0004616","Wholesale","2019-11-20","38","1092.1","1037.5"
"SO - 0004617","Wholesale","2019-11-20","34","3986.5","3587.85"
"SO - 0004618","Wholesale","2019-11-20","49","6331.5","5381.78"
"SO - 0004619","In-Store","2019-11-20","34","5145.6","4631.04"
"SO - 000462","Distributor","2018-07-13","24","1025.1","973.85"
"SO - 0004620","In-Store","2019-11-20","38","3839.1","3455.19"
"SO - 0004621","Online","2019-11-20","2","2532.6","2279.34"
"SO - 0004622","In-Store","2019-11-20","6","2318.2","1854.56"
"SO - 0004623","Wholesale","2019-11-20","44","924.6","785.91"
"SO - 0004624","In-Store","2019-11-21","24","1721.9","1549.71"
"SO - 0004625","Wholesale","2019-11-21","11","180.9","144.72"
"SO - 0004626","Online","2019-11-21","39","1011.7","961.12"
"SO - 0004627","In-Store","2019-11-21","23","1005","854.25"
"SO - 0004628","Online","2019-11-22","18","1192.6","954.08"
"SO - 0004629","Distributor","2019-11-22","49","810.7","770.17"
"SO - 000463","Distributor","2018-07-13","1","1815.7","1724.92"
"SO - 0004630","In-Store","2019-11-22","29","5386.8","3232.08"
"SO - 0004631","Wholesale","2019-11-22","2","1815.7","1679.52"
"SO - 0004632","In-Store","2019-11-22","44","1051.9","894.12"
"SO - 0004633","Wholesale","2019-11-22","46","1092.1","655.26"
"SO - 0004634","In-Store","2019-11-22","26","1936.3","1839.49"
"SO - 0004635","Online","2019-11-22","12","3437.1","2749.68"
"SO - 0004636","In-Store","2019-11-22","23","3182.5","2864.25"
"SO - 0004637","In-Store","2019-11-23","43","3792.2","3412.98"
"SO - 0004638","In-Store","2019-11-23","45","1132.3","962.46"
"SO - 0004639","In-Store","2019-11-23","34","904.5","768.83"
"SO - 000464","In-Store","2018-07-13","22","3839.1","3551.17"
"SO - 0004640","In-Store","2019-11-23","29","3986.5","3687.51"
"SO - 0004641","Wholesale","2019-11-23","22","1051.9","841.52"
"SO - 0004642","Online","2019-11-23","33","964.8","820.08"
"SO - 0004643","Wholesale","2019-11-23","8","1098.8","988.92"
"SO - 0004644","Wholesale","2019-11-23","8","2586.2","1551.72"
"SO - 0004645","In-Store","2019-11-23","46","5634.7","5071.23"
"SO - 0004646","Online","2019-11-24","42","3859.2","3569.76"
"SO - 0004647","In-Store","2019-11-24","5","207.7","145.39"
"SO - 0004648","Online","2019-11-24","12","1139","1082.05"
"SO - 0004649","In-Store","2019-11-24","13","3986.5","3388.53"
"SO - 000465","In-Store","2018-07-13","15","2425.4","2304.13"
"SO - 0004650","Online","2019-11-24","18","944.7","897.47"
"SO - 0004651","Online","2019-11-24","13","884.4","795.96"
"SO - 0004652","In-Store","2019-11-24","42","1118.9","1034.98"
"SO - 0004653","Distributor","2019-11-24","21","1232.8","1171.16"
"SO - 0004654","In-Store","2019-11-24","3","194.3","179.73"
"SO - 0004655","In-Store","2019-11-24","34","1025.1","973.85"
"SO - 0004656","In-Store","2019-11-24","7","3919.5","3625.54"
"SO - 0004657","Online","2019-11-24","2","1782.2","1648.54"
"SO - 0004658","In-Store","2019-11-24","48","2278","2107.15"
"SO - 0004659","In-Store","2019-11-25","47","2532.6","2405.97"
"SO - 000466","In-Store","2018-07-13","38","3865.9","3286.02"
"SO - 0004660","Distributor","2019-11-25","39","3999.9","3599.91"
"SO - 0004661","Distributor","2019-11-25","8","1829.1","1691.92"
"SO - 0004662","In-Store","2019-11-25","37","5949.6","5652.12"
"SO - 0004663","Online","2019-11-25","25","1065.3","1012.04"
"SO - 0004664","Online","2019-11-25","31","1105.5","663.3"
"SO - 0004665","In-Store","2019-11-25","16","2680","2546"
"SO - 0004666","In-Store","2019-11-26","27","777.2","621.76"
"SO - 0004667","Wholesale","2019-11-26","26","3865.9","3575.96"
"SO - 0004668","In-Store","2019-11-26","26","2003.3","1802.97"
"SO - 0004669","Distributor","2019-11-26","46","6210.9","5589.81"
"SO - 000467","In-Store","2018-07-13","45","2653.2","2454.21"
"SO - 0004670","Online","2019-11-26","49","2579.5","2450.53"
"SO - 0004671","In-Store","2019-11-26","37","201","190.95"
"SO - 0004672","Online","2019-11-26","29","1721.9","1463.62"
"SO - 0004673","Online","2019-11-26","40","5232.7","4840.25"
"SO - 0004674","In-Store","2019-11-26","19","5413.6","4330.88"
"SO - 0004675","Online","2019-11-27","36","1011.7","809.36"
"SO - 0004676","In-Store","2019-11-27","23","4006.6","3806.27"
"SO - 0004677","In-Store","2019-11-27","2","1855.9","1716.71"
"SO - 0004678","Online","2019-11-27","16","3651.5","3377.64"
"SO - 0004679","In-Store","2019-11-27","12","187.6","150.08"
"SO - 000468","Online","2018-07-13","42","991.6","842.86"
"SO - 0004680","Distributor","2019-11-27","3","1125.6","675.36"
"SO - 0004681","Online","2019-11-27","1","5045.1","4666.72"
"SO - 0004682","In-Store","2019-11-27","20","214.4","182.24"
"SO - 0004683","In-Store","2019-11-27","5","1876","1735.3"
"SO - 0004684","Wholesale","2019-11-27","17","1125.6","1041.18"
"SO - 0004685","Online","2019-11-27","41","3986.5","3687.51"
"SO - 0004686","Online","2019-11-27","13","6204.2","5738.89"
"SO - 0004687","In-Store","2019-11-28","49","1065.3","985.4"
"SO - 0004688","Distributor","2019-11-28","29","1038.5","830.8"
"SO - 0004689","Online","2019-11-28","36","6539.2","5885.28"
"SO - 000469","Distributor","2018-07-13","9","2512.5","2261.25"
"SO - 0004690","Wholesale","2019-11-28","41","1011.7","910.53"
"SO - 0004691","Wholesale","2019-11-28","33","3242.8","3080.66"
"SO - 0004692","Distributor","2019-11-28","35","1721.9","1635.81"
"SO - 0004693","Online","2019-11-28","6","3986.5","3687.51"
"SO - 0004694","Online","2019-11-29","40","1728.6","1469.31"
"SO - 0004695","Online","2019-11-29","28","201","185.93"
"SO - 0004696","Distributor","2019-11-29","42","971.5","825.78"
"SO - 0004697","In-Store","2019-11-29","24","958.1","670.67"
"SO - 0004698","In-Store","2019-11-29","25","3953","2371.8"
"SO - 0004699","Online","2019-11-29","14","1239.5","991.6"
"SO - 000470","Distributor","2018-07-14","6","2613","2351.7"
"SO - 0004700","Distributor","2019-11-29","20","5621.3","5340.24"
"SO - 0004701","Online","2019-11-29","40","3839.1","3551.17"
"SO - 0004702","Wholesale","2019-11-29","41","2519.2","2393.24"
"SO - 0004703","Online","2019-11-29","37","1005","954.75"
"SO - 0004704","Distributor","2019-11-29","2","1212.7","1152.07"
"SO - 0004705","Wholesale","2019-11-29","5","5031.7","4654.32"
"SO - 0004706","Wholesale","2019-11-30","25","2418.7","2237.3"
"SO - 0004707","Online","2019-11-30","11","1085.4","1004"
"SO - 0004708","In-Store","2019-11-30","8","5728.5","5155.65"
"SO - 0004709","In-Store","2019-11-30","13","214.4","171.52"
"SO - 000471","Distributor","2018-07-14","1","5721.8","4863.53"
"SO - 0004710","In-Store","2019-11-30","35","891.1","824.27"
"SO - 0004711","Wholesale","2019-11-30","47","1065.3","1012.04"
"SO - 0004712","Online","2019-11-30","25","6277.9","5964.01"
"SO - 0004713","Wholesale","2019-11-30","7","1085.4","922.59"
"SO - 0004714","In-Store","2019-11-30","32","5393.5","3236.1"
"SO - 0004715","Distributor","2019-11-30","32","234.5","222.78"
"SO - 0004716","In-Store","2019-12-01","2","978.2","904.84"
"SO - 0004717","In-Store","2019-12-01","43","254.6","203.68"
"SO - 0004718","Wholesale","2019-12-01","38","1252.9","1002.32"
"SO - 0004719","Distributor","2019-12-01","33","1098.8","1016.39"
"SO - 000472","In-Store","2018-07-14","8","1768.8","1636.14"
"SO - 0004720","Online","2019-12-01","6","1058.6","979.21"
"SO - 0004721","In-Store","2019-12-01","21","201","190.95"
"SO - 0004722","In-Store","2019-12-01","44","1045.2","966.81"
"SO - 0004723","Online","2019-12-01","3","2358.4","2240.48"
"SO - 0004724","In-Store","2019-12-01","43","2572.8","2186.88"
"SO - 0004725","Online","2019-12-02","26","1065.3","1012.04"
"SO - 0004726","Online","2019-12-02","38","2298.1","2183.2"
"SO - 0004727","Wholesale","2019-12-02","5","2814","2532.6"
"SO - 0004728","In-Store","2019-12-02","42","1118.9","895.12"
"SO - 0004729","Online","2019-12-02","30","1098.8","659.28"
"SO - 000473","Online","2018-07-14","19","2606.3","2345.67"
"SO - 0004730","Distributor","2019-12-02","45","1855.9","1716.71"
"SO - 0004731","Online","2019-12-02","47","2532.6","2405.97"
"SO - 0004732","In-Store","2019-12-02","43","1340","1206"
"SO - 0004733","In-Store","2019-12-03","9","1728.6","1469.31"
"SO - 0004734","In-Store","2019-12-03","23","1105.5","1050.23"
"SO - 0004735","Wholesale","2019-12-03","29","850.9","787.08"
"SO - 0004736","Online","2019-12-03","11","5118.8","3071.28"
"SO - 0004737","Wholesale","2019-12-03","25","2318.2","1390.92"
"SO - 0004738","Wholesale","2019-12-03","30","837.5","774.69"
"SO - 0004739","Online","2019-12-03","5","1996.6","1197.96"
"SO - 000474","Online","2018-07-14","10","2452.2","2206.98"
"SO - 0004740","Distributor","2019-12-03","1","4006.6","2804.62"
"SO - 0004741","In-Store","2019-12-04","13","1051.9","999.31"
"SO - 0004742","In-Store","2019-12-04","1","3946.3","3748.99"
"SO - 0004743","Online","2019-12-04","3","984.9","590.94"
"SO - 0004744","Online","2019-12-04","43","2934.6","2714.51"
"SO - 0004745","In-Store","2019-12-04","38","3798.9","3039.12"
"SO - 0004746","In-Store","2019-12-04","30","3819","3437.1"
"SO - 0004747","Online","2019-12-04","13","1869.3","1682.37"
"SO - 0004748","Distributor","2019-12-04","35","1132.3","1075.69"
"SO - 0004749","In-Store","2019-12-05","11","817.4","694.79"
"SO - 000475","Distributor","2018-07-14","49","964.8","916.56"
"SO - 0004750","In-Store","2019-12-05","28","1125.6","956.76"
"SO - 0004751","In-Store","2019-12-05","32","1172.5","996.63"
"SO - 0004752","In-Store","2019-12-05","50","1152.4","1094.78"
"SO - 0004753","Wholesale","2019-12-05","15","6170.7","5862.17"
"SO - 0004754","In-Store","2019-12-05","33","6304.7","5831.85"
"SO - 0004755","Distributor","2019-12-05","26","857.6","793.28"
"SO - 0004756","Distributor","2019-12-06","5","5051.8","4041.44"
"SO - 0004757","In-Store","2019-12-06","1","268","254.6"
"SO - 0004758","Online","2019-12-06","34","1132.3","1019.07"
"SO - 0004759","Online","2019-12-06","2","3309.8","3144.31"
"SO - 000476","Distributor","2018-07-15","44","1125.6","1069.32"
"SO - 0004760","Online","2019-12-06","44","931.3","884.74"
"SO - 0004761","Online","2019-12-06","39","2331.6","1632.12"
"SO - 0004762","Distributor","2019-12-06","14","5065.2","4558.68"
"SO - 0004763","Online","2019-12-06","44","837.5","795.63"
"SO - 0004764","Wholesale","2019-12-06","34","690.1","655.6"
"SO - 0004765","In-Store","2019-12-07","34","2626.4","2495.08"
"SO - 0004766","In-Store","2019-12-07","47","2425.4","2061.59"
"SO - 0004767","Distributor","2019-12-07","9","3865.9","3575.96"
"SO - 0004768","Online","2019-12-07","19","783.9","725.11"
"SO - 0004769","Distributor","2019-12-07","7","5112.1","4728.69"
"SO - 000477","Distributor","2018-07-15","30","857.6","814.72"
"SO - 0004770","In-Store","2019-12-07","10","1809","1628.1"
"SO - 0004771","In-Store","2019-12-07","37","2673.3","2405.97"
"SO - 0004772","Online","2019-12-08","41","3973.1","3675.12"
"SO - 0004773","Distributor","2019-12-08","34","1862.6","1583.21"
"SO - 0004774","Wholesale","2019-12-08","15","958.1","814.39"
"SO - 0004775","Online","2019-12-08","27","911.2","637.84"
"SO - 0004776","Wholesale","2019-12-09","21","1025.1","871.34"
"SO - 0004777","Wholesale","2019-12-09","3","2224.4","2113.18"
"SO - 0004778","In-Store","2019-12-09","40","2358.4","1886.72"
"SO - 0004779","Online","2019-12-09","19","3946.3","3354.36"
"SO - 000478","In-Store","2018-07-15","37","3906.1","3613.14"
"SO - 0004780","In-Store","2019-12-09","7","911.2","865.64"
"SO - 0004781","Online","2019-12-09","27","777.2","738.34"
"SO - 0004782","Wholesale","2019-12-09","36","2345","2169.13"
"SO - 0004783","Online","2019-12-09","41","3162.4","3004.28"
"SO - 0004784","Online","2019-12-10","26","2532.6","2152.71"
"SO - 0004785","In-Store","2019-12-10","25","201","170.85"
"SO - 0004786","Online","2019-12-10","35","1025.1","973.85"
"SO - 0004787","In-Store","2019-12-10","23","3484","3222.7"
"SO - 0004788","In-Store","2019-12-10","8","2592.9","2333.61"
"SO - 0004789","In-Store","2019-12-10","14","2773.8","1941.66"
"SO - 000479","In-Store","2018-07-15","8","1078.7","916.9"
"SO - 0004790","In-Store","2019-12-11","29","1085.4","651.24"
"SO - 0004791","Wholesale","2019-12-11","15","3912.8","3521.52"
"SO - 0004792","Online","2019-12-11","14","167.5","159.13"
"SO - 0004793","In-Store","2019-12-11","11","1795.6","1660.93"
"SO - 0004794","In-Store","2019-12-11","10","3892.7","3698.07"
"SO - 0004795","In-Store","2019-12-11","27","174.2","156.78"
"SO - 0004796","Online","2019-12-11","34","2572.8","2444.16"
"SO - 0004797","Online","2019-12-11","49","201","185.93"
"SO - 0004798","In-Store","2019-12-11","14","3999.9","3699.91"
"SO - 0004799","In-Store","2019-12-12","21","1788.9","1654.73"
"SO - 000480","Online","2018-07-15","13","2432.1","1459.26"
"SO - 0004800","In-Store","2019-12-12","42","201","140.7"
"SO - 0004801","In-Store","2019-12-12","9","241.2","223.11"
"SO - 0004802","In-Store","2019-12-12","41","1065.3","985.4"
"SO - 0004803","In-Store","2019-12-12","28","2432.1","2249.69"
"SO - 0004804","In-Store","2019-12-12","17","3825.7","3634.42"
"SO - 0004805","Distributor","2019-12-12","9","5393.5","4988.99"
"SO - 0004806","In-Store","2019-12-12","29","3986.5","2391.9"
"SO - 0004807","Distributor","2019-12-12","14","1005","929.63"
"SO - 0004808","Distributor","2019-12-13","23","6036.7","4829.36"
"SO - 0004809","Online","2019-12-13","9","2385.2","2265.94"
"SO - 000481","Online","2018-07-15","2","958.1","910.2"
"SO - 0004810","In-Store","2019-12-13","39","1072","964.8"
"SO - 0004811","Online","2019-12-13","20","5085.3","4576.77"
"SO - 0004812","In-Store","2019-12-13","6","3845.8","3268.93"
"SO - 0004813","In-Store","2019-12-13","24","1286.4","771.84"
"SO - 0004814","In-Store","2019-12-13","12","1078.7","997.8"
"SO - 0004815","Distributor","2019-12-14","6","5802.2","5221.98"
"SO - 0004816","Distributor","2019-12-14","49","1721.9","1463.62"
"SO - 0004817","In-Store","2019-12-14","10","944.7","803"
"SO - 0004818","Online","2019-12-14","26","247.9","210.72"
"SO - 0004819","Wholesale","2019-12-14","13","1929.6","1736.64"
"SO - 000482","Wholesale","2018-07-16","42","864.3","821.09"
"SO - 0004820","Distributor","2019-12-14","41","971.5","898.64"
"SO - 0004821","Wholesale","2019-12-14","48","1118.9","1062.96"
"SO - 0004822","Online","2019-12-15","25","991.6","892.44"
"SO - 0004823","In-Store","2019-12-15","38","2291.4","2176.83"
"SO - 0004824","Online","2019-12-15","14","944.7","897.47"
"SO - 0004825","In-Store","2019-12-15","3","3865.9","3672.61"
"SO - 0004826","Wholesale","2019-12-15","7","1118.9","1034.98"
"SO - 0004827","Online","2019-12-15","14","180.9","153.77"
"SO - 0004828","Online","2019-12-15","29","5681.6","5113.44"
"SO - 0004829","Online","2019-12-15","37","2680","1876"
"SO - 000483","In-Store","2018-07-16","40","864.3","821.09"
"SO - 0004830","In-Store","2019-12-15","25","1782.2","1603.98"
"SO - 0004831","Wholesale","2019-12-15","12","1085.4","922.59"
"SO - 0004832","Online","2019-12-15","43","4006.6","3706.11"
"SO - 0004833","Online","2019-12-16","40","1849.2","1664.28"
"SO - 0004834","In-Store","2019-12-16","50","1829.1","1691.92"
"SO - 0004835","Online","2019-12-16","48","2418.7","1934.96"
"SO - 0004836","In-Store","2019-12-16","18","1701.8","1574.17"
"SO - 0004837","Online","2019-12-16","22","1072","991.6"
"SO - 0004838","Online","2019-12-16","44","3819","3532.58"
"SO - 0004839","In-Store","2019-12-16","10","871","740.35"
"SO - 000484","In-Store","2018-07-16","40","891.1","824.27"
"SO - 0004840","Distributor","2019-12-16","13","3892.7","3503.43"
"SO - 0004841","Online","2019-12-16","13","3845.8","3653.51"
"SO - 0004842","Distributor","2019-12-16","5","1085.4","1031.13"
"SO - 0004843","In-Store","2019-12-17","36","2244.5","1907.83"
"SO - 0004844","In-Store","2019-12-17","21","1005","954.75"
"SO - 0004845","In-Store","2019-12-17","35","1929.6","1736.64"
"SO - 0004846","In-Store","2019-12-17","10","1098.8","1043.86"
"SO - 0004847","Online","2019-12-17","21","864.3","777.87"
"SO - 0004848","Distributor","2019-12-17","31","5922.8","5478.59"
"SO - 0004849","Wholesale","2019-12-17","26","3859.2","2315.52"
"SO - 000485","Online","2018-07-16","17","3979.8","3183.84"
"SO - 0004850","Distributor","2019-12-17","34","3912.8","3619.34"
"SO - 0004851","In-Store","2019-12-17","18","1179.2","1090.76"
"SO - 0004852","Online","2019-12-17","45","1681.7","1555.57"
"SO - 0004853","In-Store","2019-12-18","35","2425.4","1940.32"
"SO - 0004854","In-Store","2019-12-18","23","1118.9","1034.98"
"SO - 0004855","Distributor","2019-12-18","17","1326.6","1227.11"
"SO - 0004856","Online","2019-12-18","9","2974.8","2751.69"
"SO - 0004857","In-Store","2019-12-18","22","180.9","153.77"
"SO - 0004858","Wholesale","2019-12-18","34","5996.5","5696.68"
"SO - 0004859","Online","2019-12-19","27","2425.4","2304.13"
"SO - 000486","Online","2018-07-16","23","837.5","753.75"
"SO - 0004860","In-Store","2019-12-19","11","5460.5","5187.48"
"SO - 0004861","In-Store","2019-12-19","30","891.1","712.88"
"SO - 0004862","In-Store","2019-12-19","34","1688.4","1603.98"
"SO - 0004863","Online","2019-12-19","26","2324.9","1394.94"
"SO - 0004864","Wholesale","2019-12-19","35","1011.7","809.36"
"SO - 0004865","Online","2019-12-19","7","234.5","187.6"
"SO - 0004866","In-Store","2019-12-19","13","1078.7","1024.77"
"SO - 0004867","Online","2019-12-19","18","207.7","197.32"
"SO - 0004868","In-Store","2019-12-19","33","2264.6","1924.91"
"SO - 0004869","In-Store","2019-12-20","4","884.4","840.18"
"SO - 000487","Online","2018-07-16","28","2318.2","2202.29"
"SO - 0004870","In-Store","2019-12-20","12","2840.8","2627.74"
"SO - 0004871","Online","2019-12-20","9","5681.6","5255.48"
"SO - 0004872","In-Store","2019-12-20","4","5936.2","5342.58"
"SO - 0004873","Online","2019-12-20","25","1078.7","755.09"
"SO - 0004874","In-Store","2019-12-20","12","2653.2","2520.54"
"SO - 0004875","In-Store","2019-12-20","39","268","247.9"
"SO - 0004876","Distributor","2019-12-20","41","1098.8","988.92"
"SO - 0004877","In-Store","2019-12-21","43","3999.9","3699.91"
"SO - 0004878","In-Store","2019-12-21","29","6204.2","5738.89"
"SO - 0004879","In-Store","2019-12-21","32","2257.9","1919.22"
"SO - 000488","In-Store","2018-07-16","41","1822.4","1731.28"
"SO - 0004880","Online","2019-12-21","38","2318.2","1390.92"
"SO - 0004881","Online","2019-12-21","33","2680","2144"
"SO - 0004882","Online","2019-12-21","34","1125.6","1069.32"
"SO - 0004883","Online","2019-12-21","7","3932.9","3637.93"
"SO - 0004884","Wholesale","2019-12-21","7","5460.5","5187.48"
"SO - 0004885","Wholesale","2019-12-22","8","1139","1082.05"
"SO - 0004886","In-Store","2019-12-22","25","254.6","235.51"
"SO - 0004887","Online","2019-12-22","47","2539.3","2285.37"
"SO - 0004888","In-Store","2019-12-22","13","5748.6","4598.88"
"SO - 0004889","Wholesale","2019-12-22","28","1809","1085.4"
"SO - 000489","Distributor","2018-07-16","29","1165.8","990.93"
"SO - 0004890","Wholesale","2019-12-22","16","167.5","150.75"
"SO - 0004891","In-Store","2019-12-23","36","194.3","184.59"
"SO - 0004892","In-Store","2019-12-23","17","3932.9","2753.03"
"SO - 0004893","Online","2019-12-23","11","3376.8","3123.54"
"SO - 0004894","In-Store","2019-12-23","40","5433.7","5162.02"
"SO - 0004895","In-Store","2019-12-23","9","5855.8","5416.62"
"SO - 0004896","In-Store","2019-12-23","34","844.2","717.57"
"SO - 0004897","Online","2019-12-23","18","931.3","838.17"
"SO - 0004898","Online","2019-12-23","7","797.3","757.44"
"SO - 0004899","Wholesale","2019-12-23","7","877.7","833.82"
"SO - 000490","Distributor","2018-07-16","11","234.5","222.78"
"SO - 0004900","Online","2019-12-23","2","2405.3","2285.04"
"SO - 0004901","Wholesale","2019-12-24","39","254.6","235.51"
"SO - 0004902","Wholesale","2019-12-24","35","1983.2","1834.46"
"SO - 0004903","In-Store","2019-12-24","6","1098.8","933.98"
"SO - 0004904","In-Store","2019-12-24","12","1286.4","1093.44"
"SO - 0004905","Distributor","2019-12-24","1","2626.4","2232.44"
"SO - 0004906","In-Store","2019-12-24","38","3892.7","3308.8"
"SO - 0004907","Online","2019-12-25","47","1139","1082.05"
"SO - 0004908","In-Store","2019-12-25","6","261.3","235.17"
"SO - 0004909","Wholesale","2019-12-25","31","234.5","222.78"
"SO - 000491","Online","2018-07-17","11","2452.2","1471.32"
"SO - 0004910","Online","2019-12-25","22","1319.9","1121.92"
"SO - 0004911","In-Store","2019-12-26","35","2673.3","2472.8"
"SO - 0004912","In-Store","2019-12-26","33","2948","2653.2"
"SO - 0004913","In-Store","2019-12-26","37","167.5","159.13"
"SO - 0004914","In-Store","2019-12-26","3","3872.6","3291.71"
"SO - 0004915","In-Store","2019-12-26","1","3932.9","3637.93"
"SO - 0004916","Wholesale","2019-12-26","17","1058.6","979.21"
"SO - 0004917","In-Store","2019-12-26","1","187.6","178.22"
"SO - 0004918","Online","2019-12-26","32","2613","2417.03"
"SO - 0004919","Online","2019-12-26","23","1963.1","1864.95"
"SO - 000492","In-Store","2018-07-17","19","261.3","248.24"
"SO - 0004920","Online","2019-12-26","40","3993.2","3693.71"
"SO - 0004921","In-Store","2019-12-27","27","770.5","712.71"
"SO - 0004922","In-Store","2019-12-27","31","5540.9","4709.77"
"SO - 0004923","Wholesale","2019-12-27","11","1949.7","1852.22"
"SO - 0004924","In-Store","2019-12-27","37","5889.3","5594.84"
"SO - 0004925","Online","2019-12-27","13","730.3","675.53"
"SO - 0004926","Wholesale","2019-12-27","45","3872.6","3582.16"
"SO - 0004927","In-Store","2019-12-28","5","3577.8","3309.47"
"SO - 0004928","Distributor","2019-12-28","4","2532.6","2405.97"
"SO - 0004929","In-Store","2019-12-28","30","2673.3","2405.97"
"SO - 000493","Distributor","2018-07-17","29","1031.8","928.62"
"SO - 0004930","Wholesale","2019-12-28","8","1065.3","1012.04"
"SO - 0004931","Online","2019-12-28","37","1132.3","962.46"
"SO - 0004932","Distributor","2019-12-28","13","5333.2","5066.54"
"SO - 0004933","In-Store","2019-12-28","10","857.6","793.28"
"SO - 0004934","Distributor","2019-12-28","14","174.2","161.14"
"SO - 0004935","Online","2019-12-28","48","5326.5","5060.18"
"SO - 0004936","In-Store","2019-12-28","49","180.9","144.72"
"SO - 0004937","In-Store","2019-12-29","49","1802.3","1712.19"
"SO - 0004938","In-Store","2019-12-29","10","3879.3","3685.34"
"SO - 0004939","Distributor","2019-12-29","32","1051.9","999.31"
"SO - 000494","Online","2018-07-17","18","3082","2773.8"
"SO - 0004940","Online","2019-12-29","4","3906.1","3710.8"
"SO - 0004941","In-Store","2019-12-29","31","891.1","846.55"
"SO - 0004942","In-Store","2019-12-29","40","221.1","204.52"
"SO - 0004943","Wholesale","2019-12-29","25","3986.5","3388.53"
"SO - 0004944","Distributor","2019-12-29","30","187.6","150.08"
"SO - 0004945","In-Store","2019-12-29","47","214.4","192.96"
"SO - 0004946","In-Store","2019-12-29","18","1748.7","1573.83"
"SO - 0004947","In-Store","2019-12-29","21","1969.8","1822.07"
"SO - 0004948","Online","2019-12-30","13","3953","2767.1"
"SO - 0004949","Online","2019-12-30","45","2512.5","2386.88"
"SO - 000495","Distributor","2018-07-17","27","6405.2","6084.94"
"SO - 0004950","Online","2019-12-30","46","3825.7","3251.85"
"SO - 0004951","In-Store","2019-12-30","42","207.7","186.93"
"SO - 0004952","In-Store","2019-12-30","4","1929.6","1640.16"
"SO - 0004953","Online","2019-12-30","27","1145.7","1031.13"
"SO - 0004954","In-Store","2019-12-30","3","2552.7","2297.43"
"SO - 0004955","In-Store","2019-12-30","23","5561","5143.93"
"SO - 0004956","In-Store","2019-12-30","10","214.4","198.32"
"SO - 0004957","Wholesale","2019-12-30","19","2371.8","2193.92"
"SO - 0004958","Online","2019-12-31","2","1038.5","960.61"
"SO - 0004959","Distributor","2019-12-31","12","1011.7","935.82"
"SO - 000496","In-Store","2018-07-17","22","1822.4","1731.28"
"SO - 0004960","Online","2019-12-31","7","3926.2","3631.74"
"SO - 0004961","Wholesale","2019-12-31","2","6070.2","5463.18"
"SO - 0004962","Online","2019-12-31","44","5996.5","5546.76"
"SO - 0004963","Distributor","2019-12-31","26","5071.9","4057.52"
"SO - 0004964","Online","2019-12-31","5","6164","5239.4"
"SO - 0004965","Distributor","2019-12-31","48","3825.7","3443.13"
"SO - 0004966","In-Store","2019-12-31","1","1715.2","1543.68"
"SO - 0004967","In-Store","2020-01-01","29","3845.8","3653.51"
"SO - 0004968","Wholesale","2020-01-01","31","1078.7","970.83"
"SO - 0004969","In-Store","2020-01-01","28","1045.2","940.68"
"SO - 000497","Wholesale","2018-07-17","29","1279.7","1215.72"
"SO - 0004970","In-Store","2020-01-01","3","268","254.6"
"SO - 0004971","In-Store","2020-01-02","13","1802.3","1667.13"
"SO - 0004972","Distributor","2020-01-02","24","1025.1","922.59"
"SO - 0004973","Online","2020-01-02","26","2579.5","2321.55"
"SO - 0004974","Distributor","2020-01-02","36","6257.8","5944.91"
"SO - 0004975","Wholesale","2020-01-02","47","5333.2","4933.21"
"SO - 0004976","Distributor","2020-01-02","44","1675","1423.75"
"SO - 0004977","Online","2020-01-02","21","1139","1025.1"
"SO - 0004978","Distributor","2020-01-02","6","1011.7","935.82"
"SO - 0004979","In-Store","2020-01-03","36","174.2","161.14"
"SO - 000498","Online","2018-07-17","3","3932.9","3146.32"
"SO - 0004980","In-Store","2020-01-03","36","1775.5","1420.4"
"SO - 0004981","In-Store","2020-01-03","24","1065.3","1012.04"
